;param;accuracy;recall;precision;f1;TP;TN;FP;FN
219;{'contamination': 0.12203008214118917, 'max_features': 4, 'max_samples': 0.5, 'n_estimators': 100};0.866490468;0.220256817;0.037033417;0.063405924;;;;
220;{'contamination': 0.12203008214118917, 'max_features': 4, 'max_samples': 0.4, 'n_estimators': 25};0.865977166;0.207748124;0.034930237;0.059805013;;;;
221;{'contamination': 0.12203008214118917, 'max_features': 4, 'max_samples': 0.4, 'n_estimators': 50};0.866116034;0.211132218;0.03549923;0.060779201;;;;
222;{'contamination': 0.12203008214118917, 'max_features': 4, 'max_samples': 0.4, 'n_estimators': 75};0.866101551;0.210779276;0.035439887;0.060677599;;;;
223;{'contamination': 0.12203008214118917, 'max_features': 4, 'max_samples': 0.4, 'n_estimators': 100};0.86642146;0.218575151;0.036750666;0.062921818;;;;
224;{'contamination': 0.12203008214118917, 'max_features': 4, 'max_samples': 0.25, 'n_estimators': 25};0.866027005;0.208962661;0.035134446;0.060154645;;;;
225;{'contamination': 0.12203008214118917, 'max_features': 4, 'max_samples': 0.25, 'n_estimators': 50};0.866398457;0.218014595;0.036656415;0.06276045;;;;
226;{'contamination': 0.12203008214118917, 'max_features': 4, 'max_samples': 0.25, 'n_estimators': 75};0.866279184;0.215108011;0.03616771;0.061923723;;;;
227;{'contamination': 0.12203008214118917, 'max_features': 4, 'max_samples': 0.25, 'n_estimators': 100};0.866245532;0.214287939;0.036029825;0.061687647;;;;
228;{'contamination': 0.12203008214118917, 'max_features': 1, 'max_samples': 0.5, 'n_estimators': 25};0.864517768;0.172183987;0.028950574;0.049567069;;;;
229;{'contamination': 0.12203008214118917, 'max_features': 1, 'max_samples': 0.5, 'n_estimators': 50};0.865140973;0.187370891;0.031504061;0.053938964;;;;
230;{'contamination': 0.12203008214118917, 'max_features': 1, 'max_samples': 0.5, 'n_estimators': 75};0.86529688;0.191170212;0.03214287;0.055032685;;;;
231;{'contamination': 0.12203008214118917, 'max_features': 1, 'max_samples': 0.5, 'n_estimators': 100};0.865598046;0.198509337;0.033376851;0.057145419;;;;
232;{'contamination': 0.12203008214118917, 'max_features': 1, 'max_samples': 0.4, 'n_estimators': 25};0.864293704;0.16672376;0.028032506;0.047995219;;;;
233;{'contamination': 0.12203008214118917, 'max_features': 1, 'max_samples': 0.4, 'n_estimators': 50};0.865028515;0.184630397;0.031043282;0.05315005;;;;
234;{'contamination': 0.12203008214118917, 'max_features': 1, 'max_samples': 0.4, 'n_estimators': 75};0.865163976;0.187931446;0.031598312;0.054100332;;;;
235;{'contamination': 0.12203008214118917, 'max_features': 1, 'max_samples': 0.4, 'n_estimators': 100};0.865114988;0.18673767;0.031397593;0.053756677;;;;
236;{'contamination': 0.12203008214118917, 'max_features': 1, 'max_samples': 0.25, 'n_estimators': 25};0.864544605;0.172837968;0.029060533;0.049755332;;;;
237;{'contamination': 0.12203008214118917, 'max_features': 1, 'max_samples': 0.25, 'n_estimators': 50};0.865183571;0.188408956;0.031678599;0.054237795;;;;
238;{'contamination': 0.12203008214118917, 'max_features': 1, 'max_samples': 0.25, 'n_estimators': 75};0.865094967;0.186249779;0.031315561;0.053616227;;;;
239;{'contamination': 0.12203008214118917, 'max_features': 1, 'max_samples': 0.25, 'n_estimators': 100};0.86479082;0.178837989;0.030069361;0.051482574;;;;
240;{'contamination': 0.2179869575608004, 'max_features': 8, 'max_samples': 0.5, 'n_estimators': 25};0.774942876;0.327707016;0.030845127;0.056383232;;;;
241;{'contamination': 0.2179869575608004, 'max_features': 8, 'max_samples': 0.5, 'n_estimators': 50};0.775103896;0.331630905;0.031214459;0.057058352;;;;
242;{'contamination': 0.2179869575608004, 'max_features': 8, 'max_samples': 0.5, 'n_estimators': 75};0.775350537;0.337641307;0.031780183;0.058092465;;;;
243;{'contamination': 0.2179869575608004, 'max_features': 8, 'max_samples': 0.5, 'n_estimators': 100};0.775460439;0.340319517;0.032032267;0.058553261;;;;
244;{'contamination': 0.2179869575608004, 'max_features': 8, 'max_samples': 0.4, 'n_estimators': 25};0.774829993;0.324956142;0.030586203;0.055909934;;;;
245;{'contamination': 0.2179869575608004, 'max_features': 8, 'max_samples': 0.4, 'n_estimators': 50};0.775025942;0.329731245;0.031035655;0.056731509;;;;
246;{'contamination': 0.2179869575608004, 'max_features': 8, 'max_samples': 0.4, 'n_estimators': 75};0.775340313;0.337392171;0.031756733;0.0580496;;;;
247;{'contamination': 0.2179869575608004, 'max_features': 8, 'max_samples': 0.4, 'n_estimators': 100};0.775347129;0.337558261;0.031772366;0.058078176;;;;
248;{'contamination': 0.2179869575608004, 'max_features': 8, 'max_samples': 0.25, 'n_estimators': 25};0.774742667;0.322828107;0.030385904;0.055543798;;;;
249;{'contamination': 0.2179869575608004, 'max_features': 8, 'max_samples': 0.25, 'n_estimators': 50};0.775199741;0.333966554;0.0314343;0.057460209;;;;
250;{'contamination': 0.2179869575608004, 'max_features': 8, 'max_samples': 0.25, 'n_estimators': 75};0.775200167;0.333976934;0.031435277;0.057461995;;;;
251;{'contamination': 0.2179869575608004, 'max_features': 8, 'max_samples': 0.25, 'n_estimators': 100};0.775292604;0.336229537;0.031647301;0.057849564;;;;
252;{'contamination': 0.2179869575608004, 'max_features': 6, 'max_samples': 0.5, 'n_estimators': 25};0.774251516;0.310859207;0.029259342;0.053484503;;;;
253;{'contamination': 0.2179869575608004, 'max_features': 6, 'max_samples': 0.5, 'n_estimators': 50};0.774949692;0.327873107;0.03086076;0.056411809;;;;
254;{'contamination': 0.2179869575608004, 'max_features': 6, 'max_samples': 0.5, 'n_estimators': 75};0.775365872;0.33801501;0.031815357;0.058156762;;;;
255;{'contamination': 0.2179869575608004, 'max_features': 6, 'max_samples': 0.5, 'n_estimators': 100};0.775564377;0.342852397;0.032270672;0.058989053;;;;
256;{'contamination': 0.2179869575608004, 'max_features': 6, 'max_samples': 0.4, 'n_estimators': 25};0.774719238;0.32225717;0.030332165;0.055445566;;;;
257;{'contamination': 0.2179869575608004, 'max_features': 6, 'max_samples': 0.4, 'n_estimators': 50};0.77514053;0.332523642;0.031298487;0.057211951;;;;
258;{'contamination': 0.2179869575608004, 'max_features': 6, 'max_samples': 0.4, 'n_estimators': 75};0.775381207;0.338388714;0.031850532;0.058221059;;;;
259;{'contamination': 0.2179869575608004, 'max_features': 6, 'max_samples': 0.4, 'n_estimators': 100};0.775400802;0.338866224;0.031895477;0.058303216;;;;
260;{'contamination': 0.2179869575608004, 'max_features': 6, 'max_samples': 0.25, 'n_estimators': 25};0.775162255;0.333053056;0.031348318;0.057303039;;;;
261;{'contamination': 0.2179869575608004, 'max_features': 6, 'max_samples': 0.25, 'n_estimators': 50};0.775221891;0.334506348;0.031485107;0.057553083;;;;
262;{'contamination': 0.2179869575608004, 'max_features': 6, 'max_samples': 0.25, 'n_estimators': 75};0.775500906;0.341305679;0.032125088;0.058722934;;;;
263;{'contamination': 0.2179869575608004, 'max_features': 6, 'max_samples': 0.25, 'n_estimators': 100};0.775496221;0.341191492;0.032114341;0.058703287;;;;
264;{'contamination': 0.2179869575608004, 'max_features': 4, 'max_samples': 0.5, 'n_estimators': 25};0.774802304;0.324281399;0.030522693;0.055793842;;;;
265;{'contamination': 0.2179869575608004, 'max_features': 4, 'max_samples': 0.5, 'n_estimators': 50};0.775065984;0.330707027;0.0311275;0.056899396;;;;
266;{'contamination': 0.2179869575608004, 'max_features': 4, 'max_samples': 0.5, 'n_estimators': 75};0.775391004;0.338627469;0.031873004;0.058262138;;;;
267;{'contamination': 0.2179869575608004, 'max_features': 4, 'max_samples': 0.5, 'n_estimators': 100};0.775129028;0.332243364;0.031272106;0.057163728;;;;
268;{'contamination': 0.2179869575608004, 'max_features': 4, 'max_samples': 0.4, 'n_estimators': 25};0.774963323;0.328205288;0.030892026;0.056468962;;;;
269;{'contamination': 0.2179869575608004, 'max_features': 4, 'max_samples': 0.4, 'n_estimators': 50};0.775322848;0.336966564;0.031716673;0.057976373;;;;
270;{'contamination': 0.2179869575608004, 'max_features': 4, 'max_samples': 0.4, 'n_estimators': 75};0.774966731;0.328288333;0.030899842;0.05648325;;;;
271;{'contamination': 0.2179869575608004, 'max_features': 4, 'max_samples': 0.4, 'n_estimators': 100};0.775131584;0.332305648;0.031277969;0.057174444;;;;
272;{'contamination': 0.2179869575608004, 'max_features': 4, 'max_samples': 0.25, 'n_estimators': 25};0.774204658;0.309717335;0.029151864;0.05328804;;;;
273;{'contamination': 0.2179869575608004, 'max_features': 4, 'max_samples': 0.25, 'n_estimators': 50};0.774967583;0.328309094;0.030901797;0.056486822;;;;
274;{'contamination': 0.2179869575608004, 'max_features': 4, 'max_samples': 0.25, 'n_estimators': 75};0.775258951;0.335409465;0.031570113;0.057708468;;;;
275;{'contamination': 0.2179869575608004, 'max_features': 4, 'max_samples': 0.25, 'n_estimators': 100};0.774998253;0.329056502;0.030972146;0.056615416;;;;
276;{'contamination': 0.2179869575608004, 'max_features': 1, 'max_samples': 0.5, 'n_estimators': 25};0.772235366;0.261727549;0.024634869;0.045031215;;;;
277;{'contamination': 0.2179869575608004, 'max_features': 1, 'max_samples': 0.5, 'n_estimators': 50};0.773480923;0.292080595;0.027491822;0.050253572;;;;
278;{'contamination': 0.2179869575608004, 'max_features': 1, 'max_samples': 0.5, 'n_estimators': 75};0.772677104;0.272492292;0.025648091;0.04688333;;;;
279;{'contamination': 0.2179869575608004, 'max_features': 1, 'max_samples': 0.5, 'n_estimators': 100};0.773556747;0.293928353;0.02766574;0.050571485;;;;
280;{'contamination': 0.2179869575608004, 'max_features': 1, 'max_samples': 0.4, 'n_estimators': 25};0.770799397;0.226734349;0.021341166;0.039010503;;;;
281;{'contamination': 0.2179869575608004, 'max_features': 1, 'max_samples': 0.4, 'n_estimators': 50};0.773029387;0.281077097;0.026456128;0.048360378;;;;
282;{'contamination': 0.2179869575608004, 'max_features': 1, 'max_samples': 0.4, 'n_estimators': 75};0.774068345;0.306395524;0.028839202;0.052716509;;;;
283;{'contamination': 0.2179869575608004, 'max_features': 1, 'max_samples': 0.4, 'n_estimators': 100};0.773069855;0.28206326;0.026548949;0.048530051;;;;
284;{'contamination': 0.2179869575608004, 'max_features': 1, 'max_samples': 0.25, 'n_estimators': 25};0.772829604;0.276208568;0.025997882;0.047522729;;;;
285;{'contamination': 0.2179869575608004, 'max_features': 1, 'max_samples': 0.25, 'n_estimators': 50};0.772634507;0.271454226;0.025550384;0.046704727;;;;
286;{'contamination': 0.2179869575608004, 'max_features': 1, 'max_samples': 0.25, 'n_estimators': 75};0.772767837;0.274703373;0.025856207;0.047263755;;;;
287;{'contamination': 0.2179869575608004, 'max_features': 1, 'max_samples': 0.25, 'n_estimators': 100};0.772986364;0.280028651;0.026357444;0.048179989;;;;
288;{'contamination': 0.3139438329804116, 'max_features': 8, 'max_samples': 0.5, 'n_estimators': 25};0.683411472;0.43555168;0.028465516;0.053438551;;;;
289;{'contamination': 0.3139438329804116, 'max_features': 8, 'max_samples': 0.5, 'n_estimators': 50};0.683813594;0.445351022;0.029105953;0.054640849;;;;
290;{'contamination': 0.3139438329804116, 'max_features': 8, 'max_samples': 0.5, 'n_estimators': 75};0.68378761;0.444717802;0.029064569;0.054563158;;;;
291;{'contamination': 0.3139438329804116, 'max_features': 8, 'max_samples': 0.5, 'n_estimators': 100};0.68373564;0.443451361;0.0289818;0.054407776;;;;
292;{'contamination': 0.3139438329804116, 'max_features': 8, 'max_samples': 0.4, 'n_estimators': 25};0.683679411;0.442081114;0.028892248;0.054239658;;;;
293;{'contamination': 0.3139438329804116, 'max_features': 8, 'max_samples': 0.4, 'n_estimators': 50};0.683635962;0.441022287;0.028823048;0.054109749;;;;
294;{'contamination': 0.3139438329804116, 'max_features': 8, 'max_samples': 0.4, 'n_estimators': 75};0.683512854;0.438022277;0.028626982;0.053741673;;;;
295;{'contamination': 0.3139438329804116, 'max_features': 8, 'max_samples': 0.4, 'n_estimators': 100};0.683823392;0.445589777;0.029121557;0.054670142;;;;
296;{'contamination': 0.3139438329804116, 'max_features': 8, 'max_samples': 0.25, 'n_estimators': 25};0.683219356;0.430870003;0.028159545;0.052864149;;;;
297;{'contamination': 0.3139438329804116, 'max_features': 8, 'max_samples': 0.25, 'n_estimators': 50};0.68351328;0.438032658;0.028627661;0.053742947;;;;
298;{'contamination': 0.3139438329804116, 'max_features': 8, 'max_samples': 0.25, 'n_estimators': 75};0.683747994;0.443752401;0.029001475;0.054444711;;;;
299;{'contamination': 0.3139438329804116, 'max_features': 8, 'max_samples': 0.25, 'n_estimators': 100};0.683771848;0.444333717;0.029039467;0.054516034;;;;
300;{'contamination': 0.3139438329804116, 'max_features': 6, 'max_samples': 0.5, 'n_estimators': 25};0.682881556;0.422638141;0.027621551;0.051854168;;;;
301;{'contamination': 0.3139438329804116, 'max_features': 6, 'max_samples': 0.5, 'n_estimators': 50};0.683646611;0.441281804;0.028840009;0.05414159;;;;
302;{'contamination': 0.3139438329804116, 'max_features': 6, 'max_samples': 0.5, 'n_estimators': 75};0.683870249;0.44673165;0.029196184;0.05481024;;;;
303;{'contamination': 0.3139438329804116, 'max_features': 6, 'max_samples': 0.5, 'n_estimators': 100};0.683760773;0.44406382;0.029021828;0.05448292;;;;
304;{'contamination': 0.3139438329804116, 'max_features': 6, 'max_samples': 0.4, 'n_estimators': 25};0.683581011;0.439683182;0.028735531;0.053945452;;;;
305;{'contamination': 0.3139438329804116, 'max_features': 6, 'max_samples': 0.4, 'n_estimators': 50};0.683282401;0.432406341;0.028259952;0.053052644;;;;
306;{'contamination': 0.3139438329804116, 'max_features': 6, 'max_samples': 0.4, 'n_estimators': 75};0.683686227;0.442247205;0.028903103;0.054260036;;;;
307;{'contamination': 0.3139438329804116, 'max_features': 6, 'max_samples': 0.4, 'n_estimators': 100};0.683825096;0.4456313;0.029124271;0.054675236;;;;
308;{'contamination': 0.3139438329804116, 'max_features': 6, 'max_samples': 0.25, 'n_estimators': 25};0.683271751;0.432146824;0.028242991;0.053020804;;;;
309;{'contamination': 0.3139438329804116, 'max_features': 6, 'max_samples': 0.25, 'n_estimators': 50};0.683488148;0.437420199;0.028587633;0.053667803;;;;
310;{'contamination': 0.3139438329804116, 'max_features': 6, 'max_samples': 0.25, 'n_estimators': 75};0.683649593;0.441354468;0.028844758;0.054150505;;;;
311;{'contamination': 0.3139438329804116, 'max_features': 6, 'max_samples': 0.25, 'n_estimators': 100};0.68370284;0.442652051;0.028929561;0.054309707;;;;
312;{'contamination': 0.3139438329804116, 'max_features': 4, 'max_samples': 0.5, 'n_estimators': 25};0.683043002;0.42657241;0.027878675;0.05233687;;;;
313;{'contamination': 0.3139438329804116, 'max_features': 4, 'max_samples': 0.5, 'n_estimators': 50};0.68325599;0.43176274;0.02821789;0.05297368;;;;
314;{'contamination': 0.3139438329804116, 'max_features': 4, 'max_samples': 0.5, 'n_estimators': 75};0.683422973;0.435831958;0.028483834;0.053472939;;;;
315;{'contamination': 0.3139438329804116, 'max_features': 4, 'max_samples': 0.5, 'n_estimators': 100};0.683490277;0.437472102;0.028591025;0.053674171;;;;
316;{'contamination': 0.3139438329804116, 'max_features': 4, 'max_samples': 0.4, 'n_estimators': 25};0.682915634;0.423468593;0.027675825;0.051956058;;;;
317;{'contamination': 0.3139438329804116, 'max_features': 4, 'max_samples': 0.4, 'n_estimators': 50};0.683244489;0.431482462;0.028199572;0.052939292;;;;
318;{'contamination': 0.3139438329804116, 'max_features': 4, 'max_samples': 0.4, 'n_estimators': 75};0.683583992;0.439755847;0.02874028;0.053954367;;;;
319;{'contamination': 0.3139438329804116, 'max_features': 4, 'max_samples': 0.4, 'n_estimators': 100};0.683430641;0.43601881;0.028496045;0.053495864;;;;
320;{'contamination': 0.3139438329804116, 'max_features': 4, 'max_samples': 0.25, 'n_estimators': 25};0.683448958;0.436465178;0.028525218;0.05355063;;;;
321;{'contamination': 0.3139438329804116, 'max_features': 4, 'max_samples': 0.25, 'n_estimators': 50};0.683347149;0.433984201;0.028363073;0.053246235;;;;
322;{'contamination': 0.3139438329804116, 'max_features': 4, 'max_samples': 0.25, 'n_estimators': 75};0.6836743;0.441956547;0.028884107;0.054224375;;;;
323;{'contamination': 0.3139438329804116, 'max_features': 4, 'max_samples': 0.25, 'n_estimators': 100};0.683532023;0.438489407;0.028657511;0.053798986;;;;
324;{'contamination': 0.3139438329804116, 'max_features': 1, 'max_samples': 0.5, 'n_estimators': 25};0.680449653;0.36337496;0.023748401;0.044583071;;;;
325;{'contamination': 0.3139438329804116, 'max_features': 1, 'max_samples': 0.5, 'n_estimators': 50};0.6796092;0.34289392;0.022409861;0.042070218;;;;
326;{'contamination': 0.3139438329804116, 'max_features': 1, 'max_samples': 0.5, 'n_estimators': 75};0.68068394;0.369084322;0.024121536;0.045283562;;;;
327;{'contamination': 0.3139438329804116, 'max_features': 1, 'max_samples': 0.5, 'n_estimators': 100};0.680846664;0.373049734;0.024380696;0.045770085;;;;
328;{'contamination': 0.3139438329804116, 'max_features': 1, 'max_samples': 0.4, 'n_estimators': 25};0.680293745;0.359575639;0.023500096;0.044116926;;;;
329;{'contamination': 0.3139438329804116, 'max_features': 1, 'max_samples': 0.4, 'n_estimators': 50};0.681170406;0.380939034;0.024896302;0.046738036;;;;
330;{'contamination': 0.3139438329804116, 'max_features': 1, 'max_samples': 0.4, 'n_estimators': 75};0.680802362;0.371970145;0.02431014;0.045637628;;;;
331;{'contamination': 0.3139438329804116, 'max_features': 1, 'max_samples': 0.4, 'n_estimators': 100};0.680833458;0.372727933;0.024359665;0.045730603;;;;
332;{'contamination': 0.3139438329804116, 'max_features': 1, 'max_samples': 0.25, 'n_estimators': 25};0.680591503;0.366831719;0.023974317;0.045007186;;;;
333;{'contamination': 0.3139438329804116, 'max_features': 1, 'max_samples': 0.25, 'n_estimators': 50};0.681136328;0.380108582;0.024842028;0.046636146;;;;
334;{'contamination': 0.3139438329804116, 'max_features': 1, 'max_samples': 0.25, 'n_estimators': 75};0.680862851;0.373444199;0.024406477;0.045818482;;;;
335;{'contamination': 0.3139438329804116, 'max_features': 1, 'max_samples': 0.25, 'n_estimators': 100};0.681050281;0.378011689;0.024704985;0.046378875;;;;
336;{'contamination': 0.40990070840002285, 'max_features': 8, 'max_samples': 0.5, 'n_estimators': 25};0.591104363;0.524493164;0.026253819;0.050004627;;;;
337;{'contamination': 0.40990070840002285, 'max_features': 8, 'max_samples': 0.5, 'n_estimators': 50};0.591673894;0.538372105;0.026948538;0.05132783;;;;
338;{'contamination': 0.40990070840002285, 'max_features': 8, 'max_samples': 0.5, 'n_estimators': 75};0.591669634;0.538268299;0.026943342;0.051317934;;;;
339;{'contamination': 0.40990070840002285, 'max_features': 8, 'max_samples': 0.5, 'n_estimators': 100};0.591945241;0.544984585;0.027279529;0.051958257;;;;
340;{'contamination': 0.40990070840002285, 'max_features': 8, 'max_samples': 0.4, 'n_estimators': 25};0.590991905;0.52175267;0.026116642;0.049743351;;;;
341;{'contamination': 0.40990070840002285, 'max_features': 8, 'max_samples': 0.4, 'n_estimators': 50};0.591034076;0.522780356;0.026168083;0.049841329;;;;
342;{'contamination': 0.40990070840002285, 'max_features': 8, 'max_samples': 0.4, 'n_estimators': 75};0.591557602;0.535538185;0.026806684;0.051057647;;;;
343;{'contamination': 0.40990070840002285, 'max_features': 8, 'max_samples': 0.4, 'n_estimators': 100};0.591620647;0.537074523;0.026883587;0.05120412;;;;
344;{'contamination': 0.40990070840002285, 'max_features': 8, 'max_samples': 0.25, 'n_estimators': 25};0.590894782;0.51938588;0.025998171;0.049517704;;;;
345;{'contamination': 0.40990070840002285, 'max_features': 8, 'max_samples': 0.25, 'n_estimators': 50};0.591805521;0.541579729;0.027109097;0.051633642;;;;
346;{'contamination': 0.40990070840002285, 'max_features': 8, 'max_samples': 0.25, 'n_estimators': 75};0.591634704;0.537417084;0.026900734;0.05123678;;;;
347;{'contamination': 0.40990070840002285, 'max_features': 8, 'max_samples': 0.25, 'n_estimators': 100};0.591437903;0.53262122;0.026660674;0.050779547;;;;
348;{'contamination': 0.40990070840002285, 'max_features': 6, 'max_samples': 0.5, 'n_estimators': 25};0.591112456;0.524690397;0.026263692;0.050023431;;;;
349;{'contamination': 0.40990070840002285, 'max_features': 6, 'max_samples': 0.5, 'n_estimators': 50};0.59197506;0.545711231;0.027315902;0.052027535;;;;
350;{'contamination': 0.40990070840002285, 'max_features': 6, 'max_samples': 0.5, 'n_estimators': 75};0.591539711;0.535102198;0.026784861;0.051016081;;;;
351;{'contamination': 0.40990070840002285, 'max_features': 6, 'max_samples': 0.5, 'n_estimators': 100};0.591670486;0.53828906;0.026944381;0.051319913;;;;
352;{'contamination': 0.40990070840002285, 'max_features': 6, 'max_samples': 0.4, 'n_estimators': 25};0.591151646;0.525645417;0.026311496;0.050114481;;;;
353;{'contamination': 0.40990070840002285, 'max_features': 6, 'max_samples': 0.4, 'n_estimators': 50};0.591263252;0.52836515;0.026447634;0.050373778;;;;
354;{'contamination': 0.40990070840002285, 'max_features': 6, 'max_samples': 0.4, 'n_estimators': 75};0.591494984;0.534012228;0.026730302;0.050912164;;;;
355;{'contamination': 0.40990070840002285, 'max_features': 6, 'max_samples': 0.4, 'n_estimators': 100};0.591483482;0.533731951;0.026716272;0.050885443;;;;
356;{'contamination': 0.40990070840002285, 'max_features': 6, 'max_samples': 0.25, 'n_estimators': 25};0.591119698;0.524866868;0.026272525;0.050040255;;;;
357;{'contamination': 0.40990070840002285, 'max_features': 6, 'max_samples': 0.25, 'n_estimators': 50};0.591322889;0.529818442;0.026520379;0.050512333;;;;
358;{'contamination': 0.40990070840002285, 'max_features': 6, 'max_samples': 0.25, 'n_estimators': 75};0.591728845;0.53971121;0.027015568;0.051455499;;;;
359;{'contamination': 0.40990070840002285, 'max_features': 6, 'max_samples': 0.25, 'n_estimators': 100};0.59142129;0.532216374;0.026640409;0.050740949;;;;
360;{'contamination': 0.40990070840002285, 'max_features': 4, 'max_samples': 0.5, 'n_estimators': 25};0.591096695;0.524306312;0.026244466;0.049986812;;;;
361;{'contamination': 0.40990070840002285, 'max_features': 4, 'max_samples': 0.5, 'n_estimators': 50};0.59097657;0.521378967;0.026097936;0.049707722;;;;
362;{'contamination': 0.40990070840002285, 'max_features': 4, 'max_samples': 0.5, 'n_estimators': 75};0.591467295;0.533337486;0.026696527;0.050847835;;;;
363;{'contamination': 0.40990070840002285, 'max_features': 4, 'max_samples': 0.5, 'n_estimators': 100};0.591256011;0.528188679;0.0264388;0.050356953;;;;
364;{'contamination': 0.40990070840002285, 'max_features': 4, 'max_samples': 0.4, 'n_estimators': 25};0.590620453;0.512700736;0.025663542;0.048880349;;;;
365;{'contamination': 0.40990070840002285, 'max_features': 4, 'max_samples': 0.4, 'n_estimators': 50};0.590989775;0.521700767;0.026114044;0.049738403;;;;
366;{'contamination': 0.40990070840002285, 'max_features': 4, 'max_samples': 0.4, 'n_estimators': 75};0.591092009;0.524192125;0.02623875;0.049975926;;;;
367;{'contamination': 0.40990070840002285, 'max_features': 4, 'max_samples': 0.4, 'n_estimators': 100};0.591342484;0.530295953;0.026544281;0.050557858;;;;
368;{'contamination': 0.40990070840002285, 'max_features': 4, 'max_samples': 0.25, 'n_estimators': 25};0.591325871;0.529891107;0.026524016;0.050519261;;;;
369;{'contamination': 0.40990070840002285, 'max_features': 4, 'max_samples': 0.25, 'n_estimators': 50};0.590999572;0.521939522;0.026125995;0.049761165;;;;
370;{'contamination': 0.40990070840002285, 'max_features': 4, 'max_samples': 0.25, 'n_estimators': 75};0.590976996;0.521389347;0.026098456;0.049708712;;;;
371;{'contamination': 0.40990070840002285, 'max_features': 4, 'max_samples': 0.25, 'n_estimators': 100};0.591667078;0.538206015;0.026940224;0.051311995;;;;
372;{'contamination': 0.40990070840002285, 'max_features': 1, 'max_samples': 0.5, 'n_estimators': 25};0.588044995;0.449939273;0.02252198;0.042896737;;;;
373;{'contamination': 0.40990070840002285, 'max_features': 1, 'max_samples': 0.5, 'n_estimators': 50};0.587607091;0.439267956;0.02198782;0.041879345;;;;
374;{'contamination': 0.40990070840002285, 'max_features': 1, 'max_samples': 0.5, 'n_estimators': 75};0.588522515;0.461575992;0.023104462;0.04400617;;;;
375;{'contamination': 0.40990070840002285, 'max_features': 1, 'max_samples': 0.5, 'n_estimators': 100};0.588998332;0.473171187;0.023684867;0.045111643;;;;
376;{'contamination': 0.40990070840002285, 'max_features': 1, 'max_samples': 0.4, 'n_estimators': 25};0.588131042;0.452036166;0.022626941;0.043096653;;;;
377;{'contamination': 0.40990070840002285, 'max_features': 1, 'max_samples': 0.4, 'n_estimators': 50};0.588248186;0.454890847;0.022769834;0.043368815;;;;
378;{'contamination': 0.40990070840002285, 'max_features': 1, 'max_samples': 0.4, 'n_estimators': 75};0.588817718;0.468769788;0.023464552;0.044692019;;;;
379;{'contamination': 0.40990070840002285, 'max_features': 1, 'max_samples': 0.4, 'n_estimators': 100};0.5887338;0.466724798;0.023362189;0.044497051;;;;
380;{'contamination': 0.40990070840002285, 'max_features': 1, 'max_samples': 0.25, 'n_estimators': 25};0.588614527;0.463818214;0.023216698;0.044219941;;;;
381;{'contamination': 0.40990070840002285, 'max_features': 1, 'max_samples': 0.25, 'n_estimators': 50};0.588758507;0.467326877;0.023392326;0.044554453;;;;
382;{'contamination': 0.40990070840002285, 'max_features': 1, 'max_samples': 0.25, 'n_estimators': 75};0.58902602;0.47384593;0.023718642;0.045175973;;;;
383;{'contamination': 0.40990070840002285, 'max_features': 1, 'max_samples': 0.25, 'n_estimators': 100};0.58880579;0.46847913;0.023450003;0.044664308;;;;
384;{'contamination': 0.5058575838196341, 'max_features': 8, 'max_samples': 0.5, 'n_estimators': 25};6.9492152525553e-310;0;0;0;;;;
385;{'contamination': 0.5058575838196341, 'max_features': 8, 'max_samples': 0.5, 'n_estimators': 50};6.9493111203524e-310;0;0;0;;;;
386;{'contamination': 0.5058575838196341, 'max_features': 8, 'max_samples': 0.5, 'n_estimators': 75};6.9492674799865e-310;0;0;0;;;;
387;{'contamination': 0.5058575838196341, 'max_features': 8, 'max_samples': 0.5, 'n_estimators': 100};6.94931111845165e-310;0;0;0;;;;
388;{'contamination': 0.5058575838196341, 'max_features': 8, 'max_samples': 0.4, 'n_estimators': 25};6.9492166368308e-310;0;0;0;;;;
389;{'contamination': 0.5058575838196341, 'max_features': 8, 'max_samples': 0.4, 'n_estimators': 50};6.94931111845165e-310;0;0;0;;;;
390;{'contamination': 0.5058575838196341, 'max_features': 8, 'max_samples': 0.4, 'n_estimators': 75};6.94921525259006e-310;0;0;0;;;;
391;{'contamination': 0.5058575838196341, 'max_features': 8, 'max_samples': 0.4, 'n_estimators': 100};6.9493111201892e-310;0;0;0;;;;
392;{'contamination': 0.5058575838196341, 'max_features': 8, 'max_samples': 0.25, 'n_estimators': 25};6.94921525251733e-310;0;0;0;;;;
393;{'contamination': 0.5058575838196341, 'max_features': 8, 'max_samples': 0.25, 'n_estimators': 50};6.9493111201892e-310;0;0;0;;;;
394;{'contamination': 0.5058575838196341, 'max_features': 8, 'max_samples': 0.25, 'n_estimators': 75};6.94931109862894e-310;0;0;0;;;;
395;{'contamination': 0.5058575838196341, 'max_features': 8, 'max_samples': 0.25, 'n_estimators': 100};6.94931112016704e-310;0;0;0;;;;
396;{'contamination': 0.5058575838196341, 'max_features': 6, 'max_samples': 0.5, 'n_estimators': 25};6.94921525258057e-310;0;0;0;;;;
397;{'contamination': 0.5058575838196341, 'max_features': 6, 'max_samples': 0.5, 'n_estimators': 50};6.9493111201892e-310;0;0;0;;;;
398;{'contamination': 0.5058575838196341, 'max_features': 6, 'max_samples': 0.5, 'n_estimators': 75};6.94921525257425e-310;0;0;0;;;;
