datemesure;day_sin;day_cos;numero_jour
2015-04-11;0.9867305793119814;-0.1623661413307636;101
2015-04-12;0.9837979515735163;-0.1792807588107356;102
2015-04-13;0.980575394063143;-0.1961425414281968;103
2015-04-14;0.9770638564833508;-0.2129465199384159;104
2015-04-15;0.9732643737003824;-0.2296877421317956;105
2015-04-16;0.9691780654392536;-0.2463612742933147;106
2015-04-17;0.9648061359537646;-0.2629622026565145;107
2015-04-18;0.9601498736716018;-0.2794856348516094;108
2015-04-19;0.9552106508146316;-0.2959267013472892;109
2015-04-20;0.949989922994501;-0.3122805568857947;110
2015-04-21;0.9444892287836611;-0.3285423819108347;111
2015-04-22;0.9387101892619444;-0.3447073839879337;112
2015-04-23;0.9326545075388224;-0.3607707992167831;113
2015-04-24;0.926323968251495;-0.376727893635185;114
2015-04-25;0.9197204370389468;-0.3925739646141717;115
2015-04-26;0.9128458599921356;-0.4083043422438934;116
2015-04-27;0.9057022630804716;-0.4239143907098606;117
2015-04-28;0.898291751554753;-0.4393995096591414;118
2015-04-29;0.8906165093267405;-0.4547551355561055;119
2015-04-30;0.8826787983255476;-0.4699767430273197;120
2015-05-01;0.8744809578310397;-0.4850598461951961;121
2015-05-02;0.8660254037844387;-0.4999999999999998;122
2015-05-03;0.8573146280763323;-0.5147928015098308;123
2015-05-04;0.848351197812304;-0.5294338912181852;124
2015-05-05;0.8391377545563939;-0.5439189543287246;125
2015-05-06;0.8296770135526188;-0.5582437220268649;126
2015-05-07;0.8199717629247771;-0.5724039727378148;127
2015-05-08;0.8100248628547753;-0.5863955333706956;128
2015-05-09;0.7998392447397195;-0.6002142805483681;129
2015-05-10;0.7894179103280199;-0.6138561418226116;130
2015-05-11;0.7787639308347607;-0.6273170968742938;131
2015-05-12;0.7678804460366001;-0.6405931786981751;132
2015-05-13;0.7567706633464627;-0.6536804747720057;133
2015-05-14;0.7454378568683001;-0.6665751282095632;134
2015-05-15;0.7338853664321991;-0.6792733388972931;135
2015-05-16;0.722116596610116;-0.6917713646142222;136
2015-05-17;0.7101350157125357;-0.7040655221348058;137
2015-05-18;0.6979441547663435;-0.7161521883143933;138
2015-05-19;0.6855476064742155;-0.7280278011569847;139
2015-05-20;0.672949024155833;-0.7396888608649667;140
2015-05-21;0.660152120671232;-0.7511319308705197;141
2015-05-22;0.647160667326606;-0.7623536388483902;142
2015-05-23;0.6339784927628868;-0.7733506777097298;143
2015-05-24;0.620609481827423;-0.7841198065767103;144
2015-05-25;0.6070575744291006;-0.7946578517376249;145
2015-05-26;0.593326764377232;-0.8049617075821959;146
2015-05-27;0.5794210982045638;-0.8150283375168113;147
2015-05-28;0.5653446739747428;-0.8248547748594245;148
2015-05-29;0.5511016400746;-0.8344381237138473;149
2015-05-30;0.5366961939916005;-0.8437755598231856;150
2015-05-31;0.522132581076825;-0.8528643314021596;151
2015-06-01;0.5074150932938458;-0.861701759948068;152
2015-06-02;0.4925480679538644;-0.8702852410301553;153
2015-06-03;0.4775358864374883;-0.8786122450571482;154
2015-06-04;0.4623829729035151;-0.8866803180227399;155
2015-06-05;0.4470937929851142;-0.8944870822287954;156
2015-06-06;0.4316728524737838;-0.9020302369860708;157
2015-06-07;0.4161246959914746;-0.9093075592922356;158
2015-06-08;0.4004539056512664;-0.9163169044870048;159
2015-06-09;0.3846650997070012;-0.923056206884176;160
2015-06-10;0.3687629311922603;-0.9295234803804002;161
2015-06-11;0.352752086549095;-0.9357168190404936;162
2015-06-12;0.3366372842469106;-0.9416343976591258;163
2015-06-13;0.3204232733919116;-0.9472744722987168;164
2015-06-14;0.3041148323275184;-0.9526353808033824;165
2015-06-15;0.2877167672261668;-0.9577155432887804;166
2015-06-16;0.27123391067291;-0.962513462607708;167
2015-06-17;0.2546711202412288;-0.9670277247913204;168
2015-06-18;0.2380332770614858;-0.9712569994658312;169
2015-06-19;0.2213252843824324;-0.9752000402445824;170
2015-06-20;0.2045520661262008;-0.9788556850953578;171
2015-06-21;0.1877185654371988;-0.9822228566828406;172
2015-06-22;0.1708297432253444;-0.985300562686109;173
2015-06-23;0.1538905767040621;-0.9880878960910772;174
2015-06-24;0.1369060579234757;-0.9905840354577968;175
